talent_id,hero_id,talent_level,talent_name,talent_cooldown,talent_desc
231,11,4,Lurker Strain,0,Burrow grants Stealth for 3 seconds. Emerging from Burrow knocks nearby enemies back and slows them by 30% for 2 seconds.
232,11,4,One-Who-Collects,0,Increases Essence collected from Minions by 50%.
233,11,4,Hero Stalker,0,Increases Essence gained from Takedowns by 100%.
234,11,7,Feeding Frenzy,0,Basic Attacks reduce Drag\'s cooldown by 1.5 seconds.
235,11,7,Constriction,0,Increases Drag duration by 0.5 seconds.
236,11,7,Symbiosis,0,"Every time Dark Swarm damages an enemy Hero, reduce its cooldown by 0.4 seconds."
237,11,7,Essence Devourer,0,"Quest:ÿGathering Regeneration Globes grant 10 Essence and increase your maximum Essence by 1, to a maximum of 10 increased Essence. Reward:ÿAfter collecting 10 Regeneration Globes, the amount of Essence you gain from Regeneration Globes is increased to 15."
238,11,10,Isolation,0,"Launch biomass that hits the first enemy Hero dealing 439 (208 + 4% per level) damage, silencing and slowing them 30% for 3 seconds. Only allows them to see a very short distance for 6 seconds."
239,11,10,Adaptation,0,"After 5 seconds, heal for 60% of the damage you took over this period."
240,11,13,Swift Pursuit,0,Brushstalker\'s Movement Speed duration after leaving a Bush is increased from 1 to 3 seconds.
241,11,13,Ferocious Stalker,0,"After using Brushstalker, increase all damage you deal by 25% for 10 seconds."
242,11,13,Primal Swarm,0,Dark Swarm causes enemies hit to take 10% extra damage for 0.75 seconds.
243,11,16,Paralyzing Enzymes,0,Drag slows enemies by 50% for 2 seconds after it ends.
244,11,16,Elongated Tongue,0,Increase Drag range by 20%.
245,11,16,Tunneling Claws,0,You can move while Burrowed
246,11,20,Contagion,0,Isolation hits all Heroes near the first target.
247,11,20,Change Is Survival,0,Increases Adaptation healing to 200% of the damage received.
248,11,20,Apex Predator,0,Reduces Brushstalker\'s cooldown by 25 seconds and the cast time by 0.5 seconds.
249,11,20,Essence Claws,0,"Your Basic Attacks slow the target by 20% for 1 second. If the target is a Hero, you gain 5 Essence."
250,12,1,Bulwark,0,Increase the duration of Shadow Charge?s Resistance effect from 2 to 5 seconds.
251,12,1,Devil\'s Due,0,Regeneration Globes and Healing Fountains are 2% more effective for every stack of Black Soulstone.
252,12,1,Life Leech,0,Basic Attacks against enemy Heroes deal bonus damage equal to 1% of the Hero\'s maximum Health and heal you for the same amount.
253,12,4,From the Shadows,0,Enemies knocked against unpathable locations are stunned for an additional 0.5 seconds.
254,12,4,Speed Demon,0,Diablo gains 30% Movement Speed for 5 seconds after being Stunned or Rooted.
255,12,4,Demonic Strength,0,"Once Overpower\'s stun expires, the target is slowed by 30% for 3 seconds."
256,12,7,Soul Feast,0,Each Soulstone stack grants 0.4 Health Regeneration per second.
257,12,7,Soul Shield,0,Each Black Soulstone stack Diablo has grants him 0.35% Resistance to enemy Abilities.
258,12,7,Diabolical Momentum,0,Basic Attacks lower the cooldown of Shadow Charge and Overpower by 1.5 seconds.
259,12,10,Apocalypse,100,Create a demonic rune under each enemy Hero on the battleground. After 1.75 seconds the rune explodes dealing 137 damage and stunning for 2 seconds.
260,12,10,Lightning Breath,60,Become Unstoppable while channeling lightning that deals 800 damage over 4 seconds. The direction of the Lightning changes with your mouse cursor position.
261,12,13,Devastating Charge,0,"Shadow Charging an enemy into unpathable terrain deals an additional 5% of that targets max Health in damage. Quest:ÿEvery time you charge an enemy into unpathable terrain, increase the bonus damage by 2%, stacking up to a 10% bonus (15% max health possible)"
262,12,13,Fire Devil,0,Fire Stomp increases your Basic Attack damage by 25% and surrounds you in flames that deal 20 damage every second for 6 seconds.
263,12,13,Hellfire,0,"Each enemy Hero hit by Fire Stomp increases the damage of the next Fire Stomp by 10%, stacking up to 100%."
264,12,16,Debilitating Flames,0,"Enemy Heroes hit by Fire Stomp are slowed by 15% for 2 seconds, up to 30%."
265,12,16,Domination,0,Reduces the cooldown of Overpower by 4 seconds. Casting Overpower resets the cooldown of Shadow Charge.
266,12,16,Fearful Presence,20,Activate to reduce the damage dealt by nearby enemy Heroes by 30% for 3 seconds. Passive:ÿHeroes and Summons that attack Diablo have their Attack Speed slowed by 20% for 2.5 seconds.
267,12,20,Dying Breath,0,Apocalypse\'s cooldown is reduced by 20 seconds and is cast for free when you die.
268,12,20,Hellstorm,0,Lightning Breath lasts and reaches 50% longer.
269,12,20,Lord of Terror,60,Activate to steal 10% of the maximum Health of nearby enemy Heroes.
270,12,20,Hellgate,90,Activate to teleport a short distance and place a Demonic Rune at that location. After 1.75 seconds the rune explodes dealing 137 damage and stuns enemies for 1.75 seconds.
271,13,1,Guitar Hero,0,"While Guitar Solo is active, you heal for 30% of the damage dealt by Basic Attacks. Also increases the Attack Speed bonus of Rockstar by 5%."
272,13,1,Prog Rock,0,"Quest: Gathering a Regeneration Globe permanently increases the healing per second of Guitar Solo by 5, to a maximum of 100. Reward: After reaching 100 increased healing, Guitar Solar also helas nearby allied Heroes for 117 (56 + 4% per level) Health every second while it is active."
273,13,1,Block Party,0,"Rockstar also grants allies a stack of Block, reducing the damage they take from the next Basic Attack by 50% for 8 seconds. Stacks up to 2 times."
274,13,4,Crowd Surfer,0,Allows Powerslide to travel over walls and terrain.
275,13,4,Loud Speakers,0,Increases Face Melt range and knockback by 50%.
276,13,4,Speed Metal,0,Rockstar also gives 20% Movement Speed for 2 seconds.
277,13,7,Pinball Wizard,0,Face Melt does 150% more damage to enemies recently affected by Powerslide.
278,13,7,Echo Pedal,0,"Using a Basic or Heroic ability releases two pulses of 71 (34 + 4% per level) damage. This deals 100% bonus damage to Minions and Mercenaries. The first occurs instantly, the second occurs 2 seconds later."
279,13,7,Hammer-on,0,"After using an Ability, your next 2 Basic Attacks deal 30% more damage."
280,13,10,Mosh Pit,120,"After 0.75 seconds, channel to stun nearby enemies for 4 seconds."
281,13,10,Stage Dive,75,"Leap to target location, landing after 2.75 seconds, dealing 724 (330 + 4% per level) damage to enemies in the area, and slowing them by 50% for 3 seconds."
282,13,13,Mic Check,0,Hitting at least 2 targets with Face Melt reduces its cooldown by 5 seconds.
283,13,13,Encore,0,"Face Melt leaves an Amp behind, which will knock enemies away again 2 seconds later."
284,13,13,Face Smelt,0,Face Melt slows enemies by 60% fading over 2 seconds.
285,13,16,Show Stopper,0,Reduces all damage taken by 25% for 4 seconds after using Powerslide.
286,13,16,Aggressive Shredding,0,Your Basic Attacks reduce the cooldown of Guitar Solo by 1 second.
287,13,16,Imposing Presence,20,Heroes and Summons that attacks you have their Attack Speed slowed by 20% for 2.5 seconds. Activate to slow the Attack Speed by 50% and Movement Speed by 20% of nearby Heroes and Summons for 2.5 seconds.
288,13,20,Tour Bus,0,"Mosh Pit refreshes the cooldown of Powerslide. You can Powerslide during Mosh Pit, which also increases its duration by 2 seconds."
289,13,20,Crowd Pleaser,0,"Stage Dive\'s impact area is 50% bigger, and its cooldown is reduced by 15 seconds for every enemy Hero hit."
290,13,20,Death Metal,0,"Upon dying, a ghost uses Mosh Pit at your location."
291,13,20,Storm Shield,45,Activate to give all nearby allied Heroes a Shield for 20% of their max Health for 3 seconds.
292,13,20,Bolt of the Storm,70,Activate to teleport to a nearby location.
293,14,1,Gathering Storm,0,Quest:ÿEvery time Hammerang hits a Hero increase its damage by 1.5. Reward:ÿNone
294,14,1,Seasoned Marksman,60,"Quest:ÿEvery Minion killed near you grants 0.2 Attack Damage, and Takedowns grant 0.5 Attack Damage. Reward:ÿUpon gaining 40 bonus Attack Damage, you can also activate Seasoned Marksman to increase your Attack Speed by 40% for 3 seconds."
295,14,1,Wingman,0,"Enemy Minions killed near you grant a stack of Bribe. Use 20 stacks to bribe a Mercenary, instantly defeating them and permenantly increasing the damage of Lightning Rod by 5%. Does not work on Bosses. Maximum of 80 stacks."
296,14,4,Static Shield,0,Gain a Shield equal to 4% of your maximum Health after every Lightning Rod strike. Lasts 4 seconds and stacks.
297,14,4,Updraft,0,Increase Barrel Roll\'s range and Shield amount by 40%.
298,14,4,Hammer Gains,0,Basic Attacks heal for 20% of the damage dealt to the primary target.
299,14,7,Secret Weapon,0,Increases Hammerang\' range by 30% and Basic Attacks deal 60% bonus damage while Hammerang is in flight.
300,14,7,BOOMerang,0,Reactivate Hammerang mid-flight to deal 384 (182 + 4% per level) damage around the Hammer.
301,14,7,Charged Up,0,Increases the number of Lightning Rod strikes by 2 and its range by 25%.
302,14,10,Hinterland Blast,0,"After a short delay, deal 901 (428 + 4% per level) damage to enemies within a long line."
303,14,10,Mighty Gust,0,"Push enemies away, and slow their Movement Speed by 40% decaying over 4 seconds."
304,14,13,Thunderstrikes,0,Lightning Rod deals 20% more damage each subsequent strike.
305,14,13,Flow Rider,0,"While Tailwind is active, your Basic Abilities recharge 100% faster."
306,14,13,Giant Killer,0,Basic Attacks against enemy Heroes deal bonus damage equal to 1.5% of the Hero\'s maximum Health.
307,14,16,Crippling Hammer,0,Increases the Hammerang\'s slow from 25% to 50%.
308,14,16,Aerie Gusts,0,"Reduces the activation time for Tailwind from 6 to 3 seconds, and increase the Movement Speed bonus from 15% to 25%."
309,14,16,Afterburner,0,"Barrel Roll increases your Movement Speed by 60%, decaying over 3 seconds."
310,14,20,Call of the Wildhammer,0,Hinterland Blast has double the range and deals 25% more damage.
311,14,20,Wind Tunnel,0,Mighty Gust creates a wind tunnel for 4 seconds. Enemies caught in the tunnel will periodically be pushed back.
312,14,20,Nexus Frenzy,0,Increases Attack Speed by 20% and Attack Range by 20%.
313,14,20,Epic Mount,0,"Reduce the cooldown of Flight to 30 seconds, reduce the cast time before flying to 0.5 seconds, and increase the speed by 50%."
314,15,1,Spurred Onward,0,"Increase the Initial speed boost of Hurry Up, Oaf! to 70%. Hurry Up, Oaf! cooldown reduced by 2 seconds when hitting an enemy Hero with an Ability."
315,15,1,Shove,20,Nudge Cho a small distance in the direction you choose.
316,15,1,Eye of Kilrogg,45,"Place an eye, granting vision of a large area around it for 45 seconds. The eye can be killed by enemies with 2 Basic Attacks. Stores up to 4 charges."
317,15,4,Bomb\'s Away,0,Increases Cho\'s Rune Bomb range by 20%.
318,15,4,Runic Persistence,0,Using Runic Blast no longer destroys Rune Bomb.
319,15,4,Double Back,0,Dread Orb\'s third bounce instead bounces backwards.
320,15,7,Edge of Madness,0,"Increases Shadowflame damage by 20% against nearby targets, and 10% to mid-range targets. Distant targets take normal damage."
321,15,7,Double Trouble,0,"If Shadowflame hits an enemy Hero afflicted with Cho\'s Consuming Blaze, its cooldown is reduced by 1.25 seconds."
322,15,7,Dark Descent,0,"Increases Runic Blast\'s damage by 5% everytime you get a Hero takedown, up to 20%. These bonuses are lost upon dying."
323,15,10,Shadow Bolt Volley,0,"After 1 second, unleash 19.375 Shadow Bolts over 3.875 seconds, each dealing 103 damage to the first target hit. The bolts fire towards your mouse."
324,15,10,Twisting Nether,0,"After 1 second, nearby enemies are slowed by 40% while you channel, up to 5 seconds. Activate to deal 342 damage."
325,15,13,Rising Dread,0,Dread Orb does 25% more damage on the second bounce and 75% more damage the third bounce.
326,15,13,Speed of Twilight,0,"When Dread Orb hits an enemy Hero, gain 30% Movement Speed for 5 seconds."
327,15,13,Dread Shield,0,"When Dread Orb hits an enemy Hero, gain a Shield absorbing 561 damage for 5 seconds."
328,15,16,Twilight Nova,0,"After the first bounce, 2 extra bombs bounce to the sides once."
329,15,16,Giant Scorcher,0,Shadowflame also does 3.5% of a Hero\'s maximum Health.
330,15,16,Shadowflare,0,Increases Shadowflare\'s width by 50%. Enemies hit are slowed by 25% for 1 second.
331,15,20,Shadowfury,0,Shadow Bolt Volley hits all enemies in its path.
332,15,20,The Nether Calls,0,"Increases Twisting Nether\'s slow by 10% and damage by 10% for every second channeled, to a maximum of 40% increase."
333,15,20,Psychotic Break,0,"Increases your Ability Damage by 5%. Upon dying, the cooldown on your Heroic Ability is reset and you can continue to use Abilities for 10 seconds."
334,16,,Extra TNT,0,"Increases Xplodium Charge damage by 10% per target hit, up to 100%."
335,16,,Scrap-o-Matic Smelter,0,Increases the Mana restored from Scrap by 100%.
336,16,,Break it Down!,0,Scrap causes Abilities to cooldown four times as fast for 3 seconds.
337,16,,Regeneration Master,0,"Quest:ÿGathering a Regeneration Globe increases your Health Regeneration by 1 per second, up to 30. Reward:ÿAfter gathering 30 Regeneration Globes, you also gain 500 Health."
338,16,4,Clockwerk Steam Fists,0,"Quest:ÿBasic Attacks increase the duration of active Rock-It! Turrets by 2 seconds. Reward: After increasing turret duration by 600 total seconds, reduce the charge cooldown of Rock-It! Turret by 3 seconds."
339,16,4,Ark Reaktor,0,"Reduces Xplodium Charge\'s cooldown by 2 seconds. If Xplodium Charge hits an enemy Hero, you gain 2 charges of Rock-It! Turret."
340,16,4,"Reduce, Reuse, Recycle",0,Enemy Minions that die near you have a 15% chance to drop Scrap.
341,16,4,Mercenary Lord,0,"Friendly Non-Boss Mercenaries near your hero deal 50% more damage. Gain 50 Armor against Minions and Mercenaries, reducing the damage taken by 50%."
342,16,7,Rock-It! Turret XL,0,Rock-It! Turrets attack up to 2 additonal enemies for 60% damage.
343,16,7,Engine Gunk,0,Rock-It! Turret attacks slow enemies by 25% for 2 seconds.
344,16,7,Hyperfocus Coils,0,Deth Lazor charges twice as fast.
345,16,10,Robo-Goblin,0,"Basic Attacks deal an additional 150% damage to Minions, Mercenaries, and Structures."
346,16,10,Grav-O-Bomb 3000,0,"After a 2 second delay, pull enemies toward the center of an area and deal 550 (262 + 4% per level) damage."
347,16,13,Turret Storage,0,Increases Rock-It! Turret maximum charges from 2 to 3.
348,16,13,EZ-PZ Dimensional Ripper,0,Deth Lazor slows Heroes by 40% and freezes non-Heroes for 3 seconds.
